Number	StepOneRunFileName	LongName	PCRSampleName	sampleType	sampleType2	Instrument	Target Name	Ct	Tm1	Tm2	Tm3	VolumeSampled_ml	LysisVolume_ul	PurificationVolume_ul	ElutionVolume_ul	qPCRDilution	qPCRTemplate_ul	UnivStd_cpRXN	UniivStd_cpSeawater	UnivStd_AveCPSW	UnivStd_SDcpSW	LODLOQ_cpRXN	LODLOQ_cpMLSW	LatitudeStart	LongitudeStart
1083	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC34_A326_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC34 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	29.4982336	-133.8662528
1072	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	29.6973088	-133.1488384
1073	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	29.6973088	-133.1488384
1074	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	29.6973088	-133.1488384
1075	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	29.6973088	-133.1488384
1076	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	29.6973088	-133.1488384
1077	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	29.6973088	-133.1488384
1066	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	29.9306592	-132.2938624
1067	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	29.9306592	-132.2938624
1068	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	29.9306592	-132.2938624
1069	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	29.9306592	-132.2938624
1070	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	29.9306592	-132.2938624
1071	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	29.9306592	-132.2938624
1060	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC37_A122_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC37	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	30.3442176	-131.430848
1061	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC37_A122_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC37	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	30.3442176	-131.430848
1062	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC37_A122_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC37	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	30.3442176	-131.430848
1063	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC37_A122_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC37 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	30.3442176	-131.430848
1064	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC37_A122_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC37 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	30.3442176	-131.430848
1065	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC37_A122_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC37 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	30.3442176	-131.430848
1054	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	30.9051936	-130.5881984
1055	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	30.9051936	-130.5881984
1056	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	30.9051936	-130.5881984
1057	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	30.9051936	-130.5881984
1058	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	30.9051936	-130.5881984
1059	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	30.9051936	-130.5881984
1048	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	31.462336	-129.732928
1049	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	31.462336	-129.732928
1050	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	31.462336	-129.732928
1051	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	31.462336	-129.732928
1052	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	31.462336	-129.732928
1053	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_Anchovy.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	31.462336	-129.732928
1255	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_Anchovy.eds	Surveyor2021_SFtoHI_SC4_A206_archive_bac_Transit_6jul21	Surveyor2021_SFtoHI_SC4	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	21.3672336	-156.1964544
1256	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_Anchovy.eds	Surveyor2021_SFtoHI_SC4_A206_archive_bac_Transit_6jul21	Surveyor2021_SFtoHI_SC4	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	21.3672336	-156.1964544
1257	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_Anchovy.eds	Surveyor2021_SFtoHI_SC4_A206_archive_bac_Transit_6jul21	Surveyor2021_SFtoHI_SC4	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	21.3672336	-156.1964544
1258	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_Anchovy.eds	Surveyor2021_SFtoHI_SC4_A206_archive_bac_Transit_6jul21	Surveyor2021_SFtoHI_SC4 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	21.3672336	-156.1964544
1259	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_Anchovy.eds	Surveyor2021_SFtoHI_SC4_A206_archive_bac_Transit_6jul21	Surveyor2021_SFtoHI_SC4 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	21.3672336	-156.1964544
1260	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_Anchovy.eds	Surveyor2021_SFtoHI_SC4_A206_archive_bac_Transit_6jul21	Surveyor2021_SFtoHI_SC4 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	21.3672336	-156.1964544
1042	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC40_A284_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC40	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	32.0931584	-128.758464
1043	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC40_A284_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC40	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	32.0931584	-128.758464
1044	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC40_A284_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC40	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	32.0931584	-128.758464
1045	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC40_A284_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC40 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	32.0931584	-128.758464
1046	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC40_A284_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC40 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	32.0931584	-128.758464
1047	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC40_A284_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC40 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	32.0931584	-128.758464
1033	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	32.7449792	-128.0589568
1034	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	32.7449792	-128.0589568
1035	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	32.7449792	-128.0589568
1036	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	32.7449792	-128.0589568
1037	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	32.7449792	-128.0589568
1038	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	32.7449792	-128.0589568
1027	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	33.2682336	-127.14208
1028	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	33.2682336	-127.14208
1029	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	33.2682336	-127.14208
1030	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	33.2682336	-127.14208
1031	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	33.2682336	-127.14208
1032	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	33.2682336	-127.14208
1021	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC43_A147_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC43	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	33.9078368	-126.8928512
1022	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC43_A147_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC43	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	33.9078368	-126.8928512
1023	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC43_A147_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC43	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	33.9078368	-126.8928512
1024	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC43_A147_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC43 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	33.9078368	-126.8928512
1025	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC43_A147_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC43 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	33.9078368	-126.8928512
1026	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC43_A147_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC43 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	33.9078368	-126.8928512
1015	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC44_A60_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC44	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	34.510464	-126.2492928
1016	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC44_A60_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC44	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	34.510464	-126.2492928
1017	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC44_A60_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC44	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	34.510464	-126.2492928
1018	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC44_A60_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC44 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	34.510464	-126.2492928
1019	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC44_A60_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC44 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	34.510464	-126.2492928
1020	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC44_A60_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC44 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	34.510464	-126.2492928
1009	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC45_A308_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC45	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	35.0064032	-125.7092224
1010	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC45_A308_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC45	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	35.0064032	-125.7092224
1011	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC45_A308_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC45	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	35.0064032	-125.7092224
1012	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC45_A308_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC45 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	35.0064032	-125.7092224
1013	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC45_A308_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC45 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	35.0064032	-125.7092224
1014	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC45_A308_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC45 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	35.0064032	-125.7092224
1003	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC47_A334_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC47	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	35.3284448	-125.3552256
1004	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC47_A334_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC47	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	35.3284448	-125.3552256
1005	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC47_A334_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC47	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	35.3284448	-125.3552256
1006	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC47_A334_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC47 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	35.3284448	-125.3552256
1007	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC47_A334_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC47 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	35.3284448	-125.3552256
1008	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC47_A334_archive_bac_Transit_14jun21	Surveyor2021_SFtoHI_SC47 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	35.3284448	-125.3552256
997	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC48_A4_archive_bac_Transit_13jun21	Surveyor2021_SFtoHI_SC48	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	35.8763296	-124.635136
998	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC48_A4_archive_bac_Transit_13jun21	Surveyor2021_SFtoHI_SC48	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	35.8763296	-124.635136
999	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC48_A4_archive_bac_Transit_13jun21	Surveyor2021_SFtoHI_SC48	field		esp	Anchovy	Undetermined				2000	700	400	100	1	2	ND	ND	ND	ND	 	 	35.8763296	-124.635136
1000	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC48_A4_archive_bac_Transit_13jun21	Surveyor2021_SFtoHI_SC48 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	35.8763296	-124.635136
1001	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC48_A4_archive_bac_Transit_13jun21	Surveyor2021_SFtoHI_SC48 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	35.8763296	-124.635136
1002	20211110_Surveyor2021_SFtoHI_Transit_SC48-SC40_Anchovy.eds	Surveyor2021_SFtoHI_SC48_A4_archive_bac_Transit_13jun21	Surveyor2021_SFtoHI_SC48 1:5	field		esp	Anchovy	Undetermined				2000	700	400	100	0.2	2	ND	ND	ND	ND	 	 	35.8763296	-124.635136
